invoice_id,vendor_id,vendor_name,vendor_address,vendor_tax_id,vendor_bank_routing,vendor_contact,department,invoice_amount,billing_code,invoice_date,approval_timestamp,approver_id,payment_status,fraud_label,signal_embedded
INV-0003853,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,1907.22,FAC-030,2024-03-31,2024-04-02 20:00:00,APR-401,paid,clean,
INV-0003854,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,1831.66,HR-041,2024-04-09,2024-04-12 18:00:00,APR-502,pending,clean,
INV-0003855,VND-0028,York Services,"252 Enterprise Ave, Charlotte, NC 83792",22-2229110,677280546,William Wilson,Operations,24963.8,OPS-023,2024-08-04,2024-08-05 19:00:00,APR-303,paid,clean,
INV-0003856,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,28416.61,MKT-014,2023-04-17,2023-04-21 12:00:00,APR-202,paid,clean,
INV-0003857,VND-0058,Summit Solutions,"5211 Market St, Atlanta, GA 35995",19-5074336,209415691,Anthony Jackson,IT,1629.01,IT-001,2023-06-09,2023-06-10 17:00:00,APR-101,pending,clean,
INV-0003858,VND-0005,Lumen Corp,"3250 Oak Ave, Los Angeles, CA 96673",39-5855124,185675980,Paul Brown,HR,4049.38,HR-041,2023-07-07,2023-07-10 06:00:00,APR-501,paid,clean,
INV-0003859,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,2879.48,MKT-012,2024-05-01,2024-05-02 07:00:00,APR-202,pending,clean,
INV-0003860,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,3478.54,MKT-013,2023-03-25,2023-03-27 16:00:00,APR-201,paid,clean,
INV-0003861,VND-0064,Rapid Partners,"7900 Enterprise Ave, Columbus, OH 12260",21-5936453,337937327,Joseph Moore,Facilities,9093.63,FAC-033,2023-03-04,2023-03-06 05:00:00,APR-401,paid,clean,
INV-0003862,VND-0051,Global Technologies,"6481 Main St, Charlotte, NC 59857",71-1098919,477698143,David Jackson,IT,5081.74,IT-004,2024-07-09,2024-07-13 16:00:00,APR-101,pending,clean,
INV-0003863,VND-0030,Vertex Associates,"5005 Oak Ave, New York, NY 44664",24-2795765,897163846,Charles Williams,IT,16774.21,IT-005,2023-01-12,2023-01-16 10:00:00,APR-102,paid,clean,
INV-0003864,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,2338.48,IT-008,2024-07-31,2024-08-04 14:00:00,APR-102,paid,fraud,network_clustering
INV-0003865,VND-9031,Vertex Corp,"9719 Main St, Chicago, IL 85529",15-3939212,605196410,Charles Taylor,IT,5226.04,IT-006,2024-11-23,2024-11-25 15:00:00,APR-103,paid,fraud,benfords_law_violation
INV-0003866,VND-0025,Peak Associates,"8801 Commerce Blvd, Los Angeles, CA 76562",20-4117625,173574218,Daniel Johnson,HR,7671.02,HR-043,2024-05-13,2024-05-16 07:00:00,APR-502,pending,clean,
INV-0003867,VND-0038,Quest Technologies,"8885 Tech Way, Los Angeles, CA 25118",43-3995870,723403479,David Smith,Finance,1993.83,FIN-051,2023-08-15,2023-08-17 15:00:00,APR-601,pending,clean,
INV-0003868,VND-0055,York Technologies,"4658 Market St, Chicago, IL 20735",70-1325197,904258674,Charles Smith,Operations,4539.57,OPS-022,2024-10-05,2024-10-09 12:00:00,APR-302,pending,clean,
INV-0003869,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,15641.48,MKT-010,2024-06-12,2024-06-14 13:00:00,APR-201,paid,clean,
INV-0003870,VND-0017,Omega Services,"4161 Industrial Pkwy, Houston, TX 54313",12-4860684,731832764,William Smith,HR,43417.63,HR-041,2024-06-22,2024-06-24 04:00:00,APR-501,pending,clean,
INV-0003871,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,6391.59,FIN-050,2024-04-28,2024-05-02 16:00:00,APR-601,pending,clean,
INV-0003872,VND-0030,Vertex Associates,"5005 Oak Ave, New York, NY 44664",24-2795765,897163846,Charles Williams,IT,870.82,IT-004,2024-07-10,2024-07-13 09:00:00,APR-101,paid,clean,
INV-0003873,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,11471.33,MKT-012,2023-09-24,2023-09-28 22:00:00,APR-201,paid,clean,
INV-0003874,VND-0061,Ideal Corp,"8917 Enterprise Ave, Columbus, OH 67091",85-5502929,446071904,Paul Brown,Finance,627.44,FIN-051,2024-11-22,2024-11-23 11:00:00,APR-601,paid,clean,
INV-0003875,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,1469.16,HR-041,2023-01-29,2023-01-30 08:00:00,APR-501,paid,clean,
INV-0003876,VND-0048,Nova Associates,"7405 Commerce Blvd, Columbus, OH 68991",43-5147994,784683755,David Jackson,HR,720.78,HR-041,2024-04-16,2024-04-20 15:00:00,APR-502,pending,clean,
INV-0003877,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,8300.81,HR-043,2024-07-11,2024-07-15 11:00:00,APR-502,paid,clean,
INV-0003878,VND-0030,Vertex Associates,"5005 Oak Ave, New York, NY 44664",24-2795765,897163846,Charles Williams,IT,803.54,IT-003,2023-08-31,2023-09-03 01:00:00,APR-103,pending,clean,
INV-0003879,VND-0017,Omega Services,"4161 Industrial Pkwy, Houston, TX 54313",12-4860684,731832764,William Smith,HR,506.76,HR-043,2023-03-02,2023-03-03 14:00:00,APR-501,paid,clean,
INV-0003880,VND-0060,Nova Enterprises,"1829 Market St, Seattle, WA 93307",68-3566765,567600762,Michael Moore,IT,1728.14,IT-002,2024-10-08,2024-10-11 21:00:00,APR-102,paid,clean,
INV-0003881,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,570.46,FIN-051,2023-02-08,2023-02-09 01:00:00,APR-601,paid,clean,
INV-0003882,VND-0058,Summit Solutions,"5211 Market St, Atlanta, GA 35995",19-5074336,209415691,Anthony Jackson,IT,2298.59,IT-006,2023-02-24,2023-02-28 20:00:00,APR-102,paid,clean,
INV-0003883,VND-0063,Ideal Systems,"4681 Business Dr, Philadelphia, PA 11330",76-4205394,191926217,William Moore,Legal,14012.76,LEG-062,2023-10-02,2023-10-05 06:00:00,APR-701,paid,clean,
INV-0003884,VND-0052,Nova Associates,"9047 Industrial Pkwy, Columbus, OH 38760",44-8312114,621454127,James Miller,Legal,16632.45,LEG-062,2023-01-07,2023-01-10 00:00:00,APR-701,pending,clean,
INV-0003885,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,1970.55,FIN-052,2024-12-28,2024-12-30 16:00:00,APR-601,paid,clean,
INV-0003886,VND-0024,Wave Enterprises,"2636 Industrial Pkwy, Chicago, IL 38534",17-2022698,903132646,Richard Smith,Finance,9989.46,FIN-050,2023-12-09,2023-12-10 11:00:00,APR-601,paid,clean,
INV-0003887,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,1565.59,FAC-033,2023-01-06,2023-01-09 02:00:00,APR-401,pending,clean,
INV-0003888,VND-9003,Metro Enterprises,"5078 Oak Ave, Miami, FL 25525",81-7982241,751028618,Daniel Jackson,IT,6224.37,IT-001,2024-11-07,2024-11-09 06:00:00,APR-102,paid,fraud,network_clustering
INV-0003889,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,2096.6,MKT-013,2024-02-25,2024-02-26 18:00:00,APR-201,pending,clean,
INV-0003890,VND-0023,Fox Technologies,"135 Market St, Chicago, IL 69638",46-8096887,847959430,Anthony Jackson,IT,8850.8,IT-006,2023-08-19,2023-08-20 02:00:00,APR-101,paid,clean,
INV-0003891,VND-0011,Delta Group,"2721 Market St, Charlotte, NC 18326",59-7402509,739830322,Thomas Wilson,Legal,20790.93,LEG-061,2023-01-31,2023-02-02 05:00:00,APR-701,paid,clean,
INV-0003892,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,7086.91,FIN-051,2024-05-07,2024-05-10 03:00:00,APR-601,pending,clean,
INV-0003893,VND-0010,Summit Technologies,"9660 Market St, Seattle, WA 38746",27-9548432,629908599,Robert Jackson,Finance,2117.61,FIN-052,2023-09-25,2023-09-29 04:00:00,APR-601,pending,clean,
INV-0003894,VND-0041,Jasper Associates,"5167 Market St, Seattle, WA 62743",99-5960271,695295870,Michael Brown,Finance,40810.6,FIN-050,2024-01-31,2024-02-03 06:00:00,APR-601,paid,clean,
INV-0003895,VND-0005,Lumen Corp,"3250 Oak Ave, Los Angeles, CA 96673",39-5855124,185675980,Paul Brown,HR,5865.59,HR-041,2024-04-21,2024-04-23 18:00:00,APR-502,paid,clean,
INV-0003896,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,4915.58,FAC-033,2023-01-31,2023-02-01 15:00:00,APR-401,paid,clean,
INV-0003897,VND-0003,Apex Group,"7024 Tech Way, Chicago, IL 30379",37-6647119,209747451,Robert Miller,Legal,516.34,LEG-062,2024-11-13,2024-11-16 14:00:00,APR-701,paid,clean,
INV-0003898,VND-9021,Summit Consulting,"7295 Oak Ave, Columbus, OH 49857",99-7752972,392322121,Charles Wilson,Operations,13994.98,OPS-023,2024-10-30,2024-10-30 04:00:00,APR-302,paid,fraud,approval_chain_compression
INV-0003899,VND-0015,Horizon Corp,"1390 Oak Ave, Columbus, OH 19071",78-3109911,237859287,Matthew Davis,IT,18668.59,IT-005,2023-08-10,2023-08-11 22:00:00,APR-102,paid,clean,
INV-0003900,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,39430.87,FIN-050,2023-11-05,2023-11-06 22:00:00,APR-601,paid,clean,
INV-0003901,VND-0037,Jasper Partners,"3752 Main St, Miami, FL 62227",52-5674183,174539964,Mark Jones,Operations,770.6,OPS-021,2023-04-16,2023-04-20 11:00:00,APR-302,paid,clean,
INV-0003902,VND-0044,Vertex Services,"4749 Tech Way, Houston, TX 40784",96-6207974,341206079,Mark Brown,Marketing,10593.33,MKT-012,2024-05-09,2024-05-11 05:00:00,APR-201,pending,clean,
INV-0003903,VND-0063,Ideal Systems,"4681 Business Dr, Philadelphia, PA 11330",76-4205394,191926217,William Moore,Legal,11052.43,LEG-060,2023-11-06,2023-11-10 16:00:00,APR-701,pending,clean,
INV-0003904,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,16202.57,OPS-021,2023-07-13,2023-07-14 23:00:00,APR-302,paid,clean,
INV-0003905,VND-0026,Horizon Technologies,"2064 Industrial Pkwy, Charlotte, NC 87924",15-2375453,550139320,Matthew Anderson,Legal,13576.97,LEG-062,2024-06-02,2024-06-05 04:00:00,APR-701,paid,clean,
INV-0003906,VND-9012,Apex Technologies,"7481 Enterprise Ave, Chicago, IL 14278",39-5833597,859088046,David Moore,Finance,5657.2,FIN-051,2024-08-19,2024-08-22 22:00:00,APR-601,paid,clean,
INV-0003907,VND-0048,Nova Associates,"7405 Commerce Blvd, Columbus, OH 68991",43-5147994,784683755,David Jackson,HR,3449.98,HR-043,2024-01-21,2024-01-25 04:00:00,APR-501,paid,clean,
INV-0003908,VND-0031,Titan Partners,"5717 Industrial Pkwy, Chicago, IL 76244",72-5213115,154544899,Robert Taylor,Operations,1762.02,OPS-023,2024-03-31,2024-04-03 00:00:00,APR-303,pending,clean,
INV-0003909,VND-0059,Vertex Corp,"2083 Main St, Seattle, WA 79827",64-7217147,174041730,Charles Taylor,Legal,514.78,LEG-060,2023-02-11,2023-02-12 12:00:00,APR-701,paid,clean,
INV-0003910,VND-0039,Nova Systems,"5239 Market St, Charlotte, NC 77033",24-7462506,719106699,William Jones,HR,3185.55,HR-042,2024-04-26,2024-04-30 10:00:00,APR-502,pending,clean,
INV-0003911,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,28805.1,IT-002,2024-03-05,2024-03-09 23:00:00,APR-101,paid,fraud,vendor_concentration
INV-0003912,VND-0025,Peak Associates,"8801 Commerce Blvd, Los Angeles, CA 76562",20-4117625,173574218,Daniel Johnson,HR,11115.5,HR-042,2023-12-16,2023-12-17 08:00:00,APR-501,paid,clean,
INV-0003913,VND-9010,Omega Consulting,"9742 Market St, Chicago, IL 84531",89-2010496,754586204,Anthony Johnson,Operations,9442.95,OPS-023,2023-12-18,2023-12-19 16:00:00,APR-301,paid,fraud,sub_threshold_batching
INV-0003914,VND-0013,Ideal Associates,"3027 Oak Ave, Chicago, IL 93748",74-4337174,264109919,Richard Jackson,Finance,2276.32,FIN-050,2024-08-29,2024-09-01 06:00:00,APR-601,paid,clean,
INV-0003915,VND-0055,York Technologies,"4658 Market St, Chicago, IL 20735",70-1325197,904258674,Charles Smith,Operations,2652.0,OPS-022,2023-12-11,2023-12-13 06:00:00,APR-302,pending,clean,
INV-0003916,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,7938.87,MKT-015,2024-07-13,2024-07-17 14:00:00,APR-201,pending,clean,
INV-0003917,VND-0022,Rapid Services,"928 Main St, Houston, TX 40982",31-7818496,621453189,Thomas Brown,Legal,557.33,LEG-062,2024-06-24,2024-06-27 11:00:00,APR-701,pending,clean,
INV-0003918,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,5534.7,HR-041,2024-09-17,2024-09-20 04:00:00,APR-501,paid,clean,
INV-0003919,VND-0041,Jasper Associates,"5167 Market St, Seattle, WA 62743",99-5960271,695295870,Michael Brown,Finance,3208.99,FIN-051,2024-01-17,2024-01-21 04:00:00,APR-601,pending,clean,
INV-0003920,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,9515.14,HR-040,2023-08-17,2023-08-19 10:00:00,APR-501,paid,clean,
INV-0003921,VND-0059,Vertex Corp,"2083 Main St, Seattle, WA 79827",64-7217147,174041730,Charles Taylor,Legal,640.3,LEG-060,2023-06-11,2023-06-12 05:00:00,APR-701,paid,clean,
INV-0003922,VND-0015,Horizon Corp,"1390 Oak Ave, Columbus, OH 19071",78-3109911,237859287,Matthew Davis,IT,16037.61,IT-001,2024-11-14,2024-11-16 17:00:00,APR-101,paid,clean,
INV-0003923,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,10547.21,OPS-022,2024-08-09,2024-08-10 12:00:00,APR-302,pending,clean,
INV-0003924,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,12495.01,FIN-052,2023-12-19,2023-12-22 08:00:00,APR-601,paid,clean,
INV-0003925,VND-0020,Nova Technologies,"7751 Main St, Houston, TX 17944",61-6692553,959629660,Paul Johnson,Operations,3196.99,OPS-024,2023-12-02,2023-12-06 14:00:00,APR-301,paid,clean,
INV-0003926,VND-9020,Union Group,"4452 Commerce Blvd, Houston, TX 17816",31-6160869,738923667,Anthony Martin,IT,18553.54,IT-007,2024-06-24,2024-06-26 16:00:00,APR-101,paid,fraud,new_vendor_ramp
INV-0003927,VND-0008,Key Solutions,"3852 Main St, Seattle, WA 62581",44-2110460,326541099,Daniel Moore,Finance,3806.56,FIN-052,2023-03-03,2023-03-04 20:00:00,APR-601,pending,clean,
INV-0003928,VND-0001,Delta Solutions,"4606 Industrial Pkwy, Miami, FL 28289",23-2458591,734036506,Joseph Smith,Finance,1884.46,FIN-050,2023-09-19,2023-09-20 04:00:00,APR-601,pending,clean,
INV-0003929,VND-0036,Zenith Partners,"4471 Commerce Blvd, Houston, TX 60140",14-8896868,338836384,William Martin,Facilities,4514.02,FAC-033,2023-04-03,2023-04-06 21:00:00,APR-401,paid,clean,
INV-0003930,VND-0045,Blue Partners,"7884 Oak Ave, Columbus, OH 64321",90-4262081,871318048,Anthony Miller,IT,798.89,IT-005,2024-12-03,2024-12-06 09:00:00,APR-101,pending,clean,
INV-0003931,VND-0063,Ideal Systems,"4681 Business Dr, Philadelphia, PA 11330",76-4205394,191926217,William Moore,Legal,14544.03,LEG-062,2023-05-24,2023-05-27 03:00:00,APR-701,paid,clean,
INV-0003932,VND-0009,Union Enterprises,"6582 Enterprise Ave, New York, NY 44718",27-5137722,899925830,Charles Wilson,Marketing,25133.19,MKT-011,2023-12-02,2023-12-04 01:00:00,APR-201,paid,clean,
INV-0003933,VND-0066,Omega Consulting,"5123 Business Dr, Miami, FL 25814",34-6294016,228370927,Anthony Wilson,Finance,6959.48,FIN-051,2023-09-19,2023-09-20 07:00:00,APR-601,pending,clean,
INV-0003934,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,21894.57,FIN-050,2024-02-09,2024-02-12 12:00:00,APR-601,paid,clean,
INV-0003935,VND-0016,Ideal Associates,"7032 Industrial Pkwy, Philadelphia, PA 36365",49-7693979,821218382,Matthew Garcia,Marketing,14700.8,MKT-012,2024-03-21,2024-03-24 22:00:00,APR-202,pending,clean,
INV-0003936,VND-0043,Titan Systems,"7718 Enterprise Ave, Columbus, OH 98555",37-9576076,608079792,Mark Jackson,HR,14854.55,HR-042,2023-08-28,2023-08-31 11:00:00,APR-501,pending,clean,
INV-0003937,VND-0059,Vertex Corp,"2083 Main St, Seattle, WA 79827",64-7217147,174041730,Charles Taylor,Legal,4089.81,LEG-060,2023-06-10,2023-06-11 11:00:00,APR-701,paid,clean,
INV-0003938,VND-0038,Quest Technologies,"8885 Tech Way, Los Angeles, CA 25118",43-3995870,723403479,David Smith,Finance,5255.38,FIN-050,2023-02-11,2023-02-13 15:00:00,APR-601,pending,clean,
INV-0003939,VND-0046,Horizon Group,"190 Oak Ave, Atlanta, GA 38683",32-9689889,598806645,James Wilson,Facilities,5861.44,FAC-033,2024-11-01,2024-11-04 05:00:00,APR-401,pending,clean,
INV-0003940,VND-0017,Omega Services,"4161 Industrial Pkwy, Houston, TX 54313",12-4860684,731832764,William Smith,HR,37282.53,HR-041,2024-06-10,2024-06-13 22:00:00,APR-502,paid,clean,
INV-0003941,VND-0034,Blue Consulting,"6074 Main St, Seattle, WA 37535",97-5186414,816114302,Robert Garcia,Marketing,8917.08,MKT-011,2024-10-05,2024-10-06 21:00:00,APR-202,paid,clean,
INV-0003942,VND-0044,Vertex Services,"4749 Tech Way, Houston, TX 40784",96-6207974,341206079,Mark Brown,Marketing,2062.56,MKT-010,2023-05-03,2023-05-05 07:00:00,APR-202,paid,clean,
INV-0003943,VND-0070,Peak Services,"1170 Market St, Columbus, OH 19710",83-1899411,262915636,Michael Jackson,Operations,11489.06,OPS-023,2024-06-05,2024-06-09 22:00:00,APR-301,paid,clean,
INV-0003944,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,2124.61,FIN-050,2024-04-02,2024-04-04 18:00:00,APR-601,paid,clean,
INV-0003945,VND-0024,Wave Enterprises,"2636 Industrial Pkwy, Chicago, IL 38534",17-2022698,903132646,Richard Smith,Finance,30886.49,FIN-051,2024-01-17,2024-01-19 14:00:00,APR-601,paid,clean,
INV-0003946,VND-0024,Wave Enterprises,"2636 Industrial Pkwy, Chicago, IL 38534",17-2022698,903132646,Richard Smith,Finance,1606.23,FIN-051,2023-07-16,2023-07-20 08:00:00,APR-601,pending,clean,
INV-0003947,VND-0054,Core Technologies,"2323 Enterprise Ave, New York, NY 16590",43-7360307,451492250,William Davis,IT,33995.28,IT-008,2023-08-17,2023-08-19 18:00:00,APR-102,paid,clean,
INV-0003948,VND-0014,York Associates,"109 Tech Way, Columbus, OH 12552",24-7089806,992994062,Mark Jones,HR,2143.32,HR-043,2023-05-19,2023-05-22 11:00:00,APR-502,paid,clean,
INV-0003949,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,8649.36,MKT-011,2023-02-22,2023-02-24 18:00:00,APR-201,paid,clean,
INV-0003950,VND-9031,Vertex Corp,"9719 Main St, Chicago, IL 85529",15-3939212,605196410,Charles Taylor,IT,6037.69,IT-004,2024-05-03,2024-05-07 21:00:00,APR-103,paid,fraud,benfords_law_violation
INV-0003951,VND-0019,Rapid Group,"9455 Enterprise Ave, Miami, FL 71993",62-4194548,201281557,Robert Taylor,Marketing,12011.03,MKT-015,2024-12-07,2024-12-09 03:00:00,APR-202,pending,clean,
INV-0003952,VND-0006,Ideal Enterprises,"6077 Commerce Blvd, Seattle, WA 56566",36-5479144,853573823,Matthew Taylor,Facilities,7800.98,FAC-030,2023-09-19,2023-09-23 10:00:00,APR-401,pending,clean,
INV-0003953,VND-0044,Vertex Services,"4749 Tech Way, Houston, TX 40784",96-6207974,341206079,Mark Brown,Marketing,4720.26,MKT-014,2023-11-18,2023-11-22 12:00:00,APR-202,pending,clean,
INV-0003954,VND-0048,Nova Associates,"7405 Commerce Blvd, Columbus, OH 68991",43-5147994,784683755,David Jackson,HR,5350.26,HR-040,2023-01-18,2023-01-22 19:00:00,APR-502,paid,clean,
INV-0003955,VND-0070,Peak Services,"1170 Market St, Columbus, OH 19710",83-1899411,262915636,Michael Jackson,Operations,3962.9,OPS-022,2023-06-11,2023-06-14 23:00:00,APR-301,paid,clean,
INV-0003956,VND-0049,Peak Partners,"4599 Enterprise Ave, Houston, TX 47450",40-5558623,460613550,Richard Wilson,HR,1010.61,HR-040,2023-12-15,2023-12-19 20:00:00,APR-501,paid,clean,
INV-0003957,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,1512.61,MKT-015,2023-07-30,2023-08-03 00:00:00,APR-201,paid,clean,
INV-0003958,VND-0033,Rapid Solutions,"1932 Oak Ave, New York, NY 81511",14-7194416,725464884,Charles Williams,Facilities,2030.62,FAC-032,2024-02-26,2024-02-27 04:00:00,APR-401,paid,clean,
INV-0003959,VND-9030,Peak Enterprises,"1417 Main St, Atlanta, GA 52247",87-5200476,127772220,Robert Brown,Facilities,16495.46,FAC-030,2023-04-15,2023-04-16 01:00:00,APR-401,paid,clean,
INV-0003960,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,21262.06,IT-003,2024-07-29,2024-07-30 21:00:00,APR-101,paid,fraud,vendor_concentration
INV-0003961,VND-0021,Global Associates,"7450 Commerce Blvd, Atlanta, GA 34050",45-8761611,368227631,Paul Johnson,Marketing,3014.82,MKT-010,2024-08-06,2024-08-09 01:00:00,APR-201,pending,clean,
INV-0003962,VND-0051,Global Technologies,"6481 Main St, Charlotte, NC 59857",71-1098919,477698143,David Jackson,IT,1491.59,IT-005,2023-07-31,2023-08-04 10:00:00,APR-103,pending,clean,
INV-0003963,VND-0011,Delta Group,"2721 Market St, Charlotte, NC 18326",59-7402509,739830322,Thomas Wilson,Legal,4207.59,LEG-060,2024-01-14,2024-01-15 21:00:00,APR-701,paid,clean,
INV-0003964,VND-0033,Rapid Solutions,"1932 Oak Ave, New York, NY 81511",14-7194416,725464884,Charles Williams,Facilities,3015.49,FAC-031,2024-07-16,2024-07-19 20:00:00,APR-401,pending,clean,
INV-0003965,VND-9030,Peak Enterprises,"1417 Main St, Atlanta, GA 52247",87-5200476,127772220,Robert Brown,Facilities,14995.38,FAC-032,2023-01-02,2023-01-03 13:00:00,APR-401,paid,clean,
INV-0003966,VND-0022,Rapid Services,"928 Main St, Houston, TX 40982",31-7818496,621453189,Thomas Brown,Legal,9641.28,LEG-062,2023-06-29,2023-07-01 01:00:00,APR-701,paid,clean,
INV-0003967,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,3377.5,HR-043,2023-03-03,2023-03-04 01:00:00,APR-501,paid,clean,
INV-0003968,VND-0025,Peak Associates,"8801 Commerce Blvd, Los Angeles, CA 76562",20-4117625,173574218,Daniel Johnson,HR,4989.6,HR-043,2024-04-28,2024-04-30 21:00:00,APR-501,pending,clean,
INV-0003969,VND-0054,Core Technologies,"2323 Enterprise Ave, New York, NY 16590",43-7360307,451492250,William Davis,IT,18121.63,IT-002,2023-12-20,2023-12-24 15:00:00,APR-103,pending,clean,
INV-0003970,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,15039.59,HR-041,2024-11-02,2024-11-03 08:00:00,APR-502,paid,clean,
INV-0003971,VND-0066,Omega Consulting,"5123 Business Dr, Miami, FL 25814",34-6294016,228370927,Anthony Wilson,Finance,850.52,FIN-050,2024-06-25,2024-06-28 12:00:00,APR-601,paid,clean,
INV-0003972,VND-9040,Omega Consulting,"3073 Market St, Columbus, OH 21959",70-6837817,538460431,Richard Garcia,IT,25059.03,IT-001,2024-02-26,2024-02-27 16:00:00,APR-101,paid,fraud,vendor_concentration
INV-0003973,VND-0063,Ideal Systems,"4681 Business Dr, Philadelphia, PA 11330",76-4205394,191926217,William Moore,Legal,1153.46,LEG-060,2023-07-10,2023-07-13 17:00:00,APR-701,paid,clean,
INV-0003974,VND-0042,Metro Group,"9424 Business Dr, Atlanta, GA 81819",10-6098175,408071259,William Miller,Finance,1473.11,FIN-050,2023-08-24,2023-08-26 01:00:00,APR-601,pending,clean,
INV-0003975,VND-0040,Nova Solutions,"8618 Industrial Pkwy, Seattle, WA 66531",18-6539837,769108025,Richard Taylor,Finance,6797.5,FIN-051,2024-04-17,2024-04-21 02:00:00,APR-601,paid,clean,
INV-0003976,VND-0068,Lumen Group,"5052 Main St, Philadelphia, PA 26591",45-1763626,158546865,Charles Jones,Marketing,1481.22,MKT-015,2023-12-15,2023-12-16 19:00:00,APR-201,pending,clean,
INV-0003977,VND-0005,Lumen Corp,"3250 Oak Ave, Los Angeles, CA 96673",39-5855124,185675980,Paul Brown,HR,34785.69,HR-040,2023-08-23,2023-08-26 01:00:00,APR-501,paid,clean,
INV-0003978,VND-0025,Peak Associates,"8801 Commerce Blvd, Los Angeles, CA 76562",20-4117625,173574218,Daniel Johnson,HR,531.07,HR-042,2023-07-26,2023-07-27 18:00:00,APR-502,pending,clean,
INV-0003979,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,2097.39,HR-041,2023-08-14,2023-08-17 14:00:00,APR-502,pending,clean,
INV-0003980,VND-0027,Key Consulting,"3446 Tech Way, Miami, FL 44814",60-3195773,821221887,Matthew Jones,HR,554.34,HR-041,2023-06-12,2023-06-14 09:00:00,APR-502,paid,clean,
INV-0003981,VND-0050,Edge Partners,"6375 Commerce Blvd, Miami, FL 18418",63-7838382,455281184,Charles Davis,Marketing,10274.32,MKT-012,2023-11-11,2023-11-14 17:00:00,APR-202,paid,clean,
INV-0003982,VND-0012,Apex Services,"8897 Business Dr, Seattle, WA 24621",47-8294150,269820594,Thomas Smith,HR,6433.21,HR-041,2024-01-29,2024-01-30 17:00:00,APR-501,pending,clean,
